pair_id,dataset_folder,location,capture_date,session_folder,base_name,sample_number,v_path,t_path,status,match_method,timestamp_difference_seconds,pilot,notes
20251210_GardenHill/DJI_202512081539_001::DJI_20251208154621_0001,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208154621_0001,0001,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154621_0001_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154621_0001_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208154625_0003,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208154625_0003,0003,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154625_0003_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154625_0003_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208154652_0004,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208154652_0004,0004,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154652_0004_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154652_0004_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208154701_0005,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208154701_0005,0005,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154701_0005_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154701_0005_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208154802_0006,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208154802_0006,0006,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154802_0006_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154802_0006_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208154810_0007,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208154810_0007,0007,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154810_0007_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154810_0007_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208154923_0008,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208154923_0008,0008,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154923_0008_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154923_0008_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::sample_0009,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,sample_0009,0009,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154942_0009_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208154943_0009_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251208154942_0009; T=DJI_20251208154943_0009
20251210_GardenHill/DJI_202512081539_001::sample_0011,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,sample_0011,0011,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155028_0011_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155029_0011_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251208155028_0011; T=DJI_20251208155029_0011
20251210_GardenHill/DJI_202512081539_001::sample_0012,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,sample_0012,0012,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155032_0012_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155031_0012_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251208155032_0012; T=DJI_20251208155031_0012
20251210_GardenHill/DJI_202512081539_001::DJI_20251208155036_0013,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208155036_0013,0013,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155036_0013_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155036_0013_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::sample_0014,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,sample_0014,0014,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155152_0014_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155153_0014_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251208155152_0014; T=DJI_20251208155153_0014
20251210_GardenHill/DJI_202512081539_001::DJI_20251208155257_0015,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208155257_0015,0015,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155257_0015_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155257_0015_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::sample_0017,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,sample_0017,0017,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155658_0017_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155659_0017_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251208155658_0017; T=DJI_20251208155659_0017
20251210_GardenHill/DJI_202512081539_001::DJI_20251208155826_0018,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208155826_0018,0018,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155826_0018_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208155826_0018_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162143_0020,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162143_0020,0020,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162143_0020_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162143_0020_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162146_0021,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162146_0021,0021,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162146_0021_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162146_0021_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162334_0022,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162334_0022,0022,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162334_0022_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162334_0022_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162446_0023,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162446_0023,0023,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162446_0023_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162446_0023_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162453_0024,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162453_0024,0024,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162453_0024_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162453_0024_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162505_0025,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162505_0025,0025,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162505_0025_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162505_0025_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::sample_0026,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,sample_0026,0026,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162508_0026_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162509_0026_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251208162508_0026; T=DJI_20251208162509_0026
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162530_0028,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162530_0028,0028,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162530_0028_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162530_0028_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162533_0029,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162533_0029,0029,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162533_0029_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162533_0029_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162753_0030,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162753_0030,0030,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162753_0030_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162753_0030_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162756_0031,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162756_0031,0031,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162756_0031_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162756_0031_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208162758_0032,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208162758_0032,0032,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162758_0032_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208162758_0032_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208163044_0036,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208163044_0036,0036,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208163044_0036_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208163044_0036_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512081539_001::DJI_20251208163127_0037,20251210_GardenHill,GardenHill,2025-12-08,DJI_202512081539_001,DJI_20251208163127_0037,0037,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208163127_0037_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512081539_001/DJI_20251208163127_0037_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163043_0005,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163043_0005,0005,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163043_0005_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163043_0005_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::sample_0006,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,sample_0006,0006,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163046_0006_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163047_0006_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210163046_0006; T=DJI_20251210163047_0006
20251210_GardenHill/DJI_202512101625_002::sample_0007,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,sample_0007,0007,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163057_0007_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163056_0007_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210163057_0007; T=DJI_20251210163056_0007
20251210_GardenHill/DJI_202512101625_002::sample_0008,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,sample_0008,0008,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163100_0008_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163101_0008_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210163100_0008; T=DJI_20251210163101_0008
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163119_0009,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163119_0009,0009,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163119_0009_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163119_0009_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::sample_0010,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,sample_0010,0010,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163137_0010_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163138_0010_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210163137_0010; T=DJI_20251210163138_0010
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163148_0011,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163148_0011,0011,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163148_0011_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163148_0011_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163211_0012,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163211_0012,0012,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163211_0012_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163211_0012_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163212_0013,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163212_0013,0013,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163212_0013_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163212_0013_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163312_0014,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163312_0014,0014,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163312_0014_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163312_0014_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163322_0015,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163322_0015,0015,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163322_0015_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163322_0015_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163334_0016,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163334_0016,0016,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163334_0016_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163334_0016_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163343_0017,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163343_0017,0017,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163343_0017_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163343_0017_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::sample_0018,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,sample_0018,0018,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163346_0018_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163347_0018_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210163346_0018; T=DJI_20251210163347_0018
20251210_GardenHill/DJI_202512101625_002::sample_0019,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,sample_0019,0019,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163357_0019_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163358_0019_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210163357_0019; T=DJI_20251210163358_0019
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163408_0020,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163408_0020,0020,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163408_0020_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163408_0020_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163439_0022,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163439_0022,0022,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163439_0022_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163439_0022_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::sample_0023,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163449_0023,0023,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163449_0023_V.JPG,,missing_T,unmatched,,no,
20251210_GardenHill/DJI_202512101625_002::sample_0024,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,sample_0024,0024,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163459_0024_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163500_0024_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210163459_0024; T=DJI_20251210163500_0024
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163503_0025,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163503_0025,0025,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163503_0025_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163503_0025_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163519_0026,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163519_0026,0026,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163519_0026_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163519_0026_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163617_0027,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163617_0027,0027,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163617_0027_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163617_0027_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::sample_0028,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,sample_0028,0028,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163702_0028_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163703_0028_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210163702_0028; T=DJI_20251210163703_0028
20251210_GardenHill/DJI_202512101625_002::DJI_20251210163750_0029,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210163750_0029,0029,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163750_0029_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210163750_0029_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101625_002::DJI_20251210164000_0031,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101625_002,DJI_20251210164000_0031,0031,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210164000_0031_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101625_002/DJI_20251210164000_0031_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171417_0004,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171417_0004,0004,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171417_0004_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171417_0004_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171700_0005,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171700_0005,0005,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171700_0005_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171700_0005_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171702_0006,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171702_0006,0006,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171702_0006_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171702_0006_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171703_0007,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171703_0007,0007,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171703_0007_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171703_0007_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171719_0008,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171719_0008,0008,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171719_0008_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171719_0008_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171742_0009,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171742_0009,0009,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171742_0009_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171742_0009_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171809_0010,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171809_0010,0010,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171809_0010_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171809_0010_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171912_0012,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171912_0012,0012,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171912_0012_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171912_0012_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210171920_0013,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210171920_0013,0013,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171920_0013_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210171920_0013_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210172046_0015,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210172046_0015,0015,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172046_0015_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172046_0015_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::sample_0016,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,sample_0016,0016,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172047_0016_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172048_0016_T.JPG,paired,session_sample_number,1,no,fallback base names: V=DJI_20251210172047_0016; T=DJI_20251210172048_0016
20251210_GardenHill/DJI_202512101712_003::DJI_20251210172055_0017,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210172055_0017,0017,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172055_0017_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172055_0017_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210172103_0018,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210172103_0018,0018,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172103_0018_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172103_0018_T.JPG,paired,exact_base_name,0,no,
20251210_GardenHill/DJI_202512101712_003::DJI_20251210172109_0019,20251210_GardenHill,GardenHill,2025-12-10,DJI_202512101712_003,DJI_20251210172109_0019,0019,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172109_0019_V.JPG,data/raw/HKUST/20251210_GardenHill/DJI_202512101712_003/DJI_20251210172109_0019_T.JPG,paired,exact_base_name,0,no,
