flight_id,observation_count,numeric_observation_count,image_count,unique_cell_count,mean_delta_t_c,median_delta_t_c,std_delta_t_c,min_delta_t_c,max_delta_t_c,q1_delta_t_c,q3_delta_t_c,iqr_delta_t_c,p05_delta_t_c,p95_delta_t_c,standard_error_delta_t_c,qa_warning_count,provisional_result_note
DJI_202601071424_001,2970,2970,5,1631,2.549358,1.228851,4.333458,-18.731816,21.466072,-0.614567,5.259615,5.874182,-2.490203,10.99181,0.079516,2970,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.
