image_id,n_pixels_full,n_images,mean_full,median_full,std_full,min_full,q05_full,q25_full,q75_full,q95_full,max_full,n_pixels_sampled,mean_sampled,median_sampled
DJI_20260107143259_0005,327680,1,3.2802686942042785,2.0143375396728516,4.1120288547025385,-28.569128036499023,-0.25797080993652344,0.8035526275634766,3.8260746002197266,13.705224990844727,34.51720428466797,2500,3.2211602170944214,2.0143375396728516
DJI_20260107143320_0007,327680,1,5.711844619949988,4.006591796875,5.33940896255813,-32.89802551269531,-0.607208251953125,2.195709228515625,7.98846435546875,17.20086669921875,37.076202392578125,2500,5.853035580635071,4.157501220703125
DJI_20260107143328_0008,327680,1,5.5528450844140025,3.8257694244384766,5.5505041711161605,-34.75702667236328,-0.9414730072021484,1.6362857818603516,8.557001113891602,16.7895450592041,37.27214813232422,2500,5.635716714859009,3.9011173248291016
DJI_20260107143344_0009,327680,1,6.205943341540115,4.398120880126953,5.814720733310895,-33.685176849365234,-0.3642387390136719,1.9839668273925781,9.872119903564453,17.577289581298828,38.98963928222656,2500,6.123376836776734,4.398120880126953
DJI_20260107143401_0011,327680,1,6.139098531256605,4.699115753173828,6.440705366123152,-39.05314254760742,-0.5920219421386719,2.361927032470703,10.320362091064453,16.671070098876953,30.669206619262695,2500,6.212908453178406,4.774677276611328
