analysis_family,record_type,sampling_seed,is_primary_seed,group_a,group_b,sampled_n_a,sampled_n_b,sampled_mean_a,sampled_mean_b,sampled_median_a,sampled_median_b,q25_a,q75_a,pairwise_mean_difference,pairwise_median_difference,effect_size_rank_biserial,sign_agreement_mean_fraction,sign_agreement_median_fraction,sign_agreement_effect_fraction,stability_status
luhk,group,20260721,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.958444371309016,,1.5606327056884766,,0.8035526275634766,2.7699222564697266,,,,,,,group_distribution_record
luhk,group,20260721,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.4694697825113932,,1.0307559967041016,,0.5952014923095703,2.392175674438477,,,,,,,group_distribution_record
luhk,pair,20260721,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.633043092250824,2.901819229125977,3.870685577392578,2.920831680297852,1.832782745361328,8.900135040283203,2.731223863124847,0.9498538970947266,0.2182249999999999,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260721,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.633043092250824,2.2547138080908677,3.870685577392578,2.014337539672852,1.832782745361328,8.900135040283203,3.3783292841599564,1.8563480377197263,0.4010430163447251,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260721,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.633043092250824,1.958444371309016,3.870685577392578,1.5606327056884766,1.832782745361328,8.900135040283203,3.674598720941808,2.3100528717041016,0.4758549755301795,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260721,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.633043092250824,1.4694697825113932,3.870685577392578,1.0307559967041016,1.832782745361328,8.900135040283203,4.16357330973943,2.839929580688477,0.5679006666666666,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260721,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,2.901819229125977,2.2547138080908677,2.920831680297852,2.014337539672852,2.5810794830322266,3.2415714263916016,0.6471054210351093,0.906494140625,0.3963595839524516,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260721,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,2.901819229125977,1.958444371309016,2.920831680297852,1.5606327056884766,2.5810794830322266,3.2415714263916016,0.9433748578169608,1.360198974609375,0.5346655791190864,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260721,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,2.901819229125977,1.4694697825113932,2.920831680297852,1.0307559967041016,2.5810794830322266,3.2415714263916016,1.4323494466145834,1.89007568359375,0.6966666666666668,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260721,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.2547138080908677,1.958444371309016,2.014337539672852,1.5606327056884766,1.125436782836914,3.117023468017578,0.2962694367818514,0.453704833984375,0.1581254590363812,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260721,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.2547138080908677,1.4694697825113932,2.014337539672852,1.0307559967041016,1.125436782836914,3.117023468017578,0.7852440255794741,0.98358154296875,0.316374442793462,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260721,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.958444371309016,1.4694697825113932,1.5606327056884766,1.0307559967041016,0.8035526275634766,2.7699222564697266,0.4889745887976227,0.529876708984375,0.156378466557912,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260722,False,31 | GIC / open space,,10000,,5.589857528877259,,3.78057861328125,,1.832782745361328,8.758458614349365,,,,,,,group_distribution_record
luhk,group,20260722,False,51 | Other urban / built-up land,,4,,3.4105091094970703,,3.1095218658447266,,2.901895523071289,3.618135452270508,,,,,,,group_distribution_record
luhk,group,20260722,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.278067600142548,,2.089929580688477,,1.1065311431884766,3.2228946685791016,,,,,,,group_distribution_record
luhk,group,20260722,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9587691121933704,,1.5606327056884766,,0.8035526275634766,2.845392227172852,,,,,,,group_distribution_record
luhk,group,20260722,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.4694801584879558,,1.1443424224853516,,0.5762577056884766,2.497894287109375,,,,,,,group_distribution_record
luhk,pair,20260722,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.589857528877259,3.4105091094970703,3.78057861328125,3.1095218658447266,1.832782745361328,8.758458614349365,2.1793484193801884,0.6710567474365234,0.1088,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260722,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.589857528877259,2.278067600142548,3.78057861328125,2.089929580688477,1.832782745361328,8.758458614349365,3.3117899287347106,1.6906490325927734,0.3871251857355127,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260722,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.589857528877259,1.9587691121933704,3.78057861328125,1.5606327056884766,1.832782745361328,8.758458614349365,3.631088416683888,2.219945907592773,0.468521533442088,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260722,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.589857528877259,1.4694801584879558,3.78057861328125,1.1443424224853516,1.832782745361328,8.758458614349365,4.120377370389303,2.6362361907958984,0.561814,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260722,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,3.4105091094970703,2.278067600142548,3.1095218658447266,2.089929580688477,2.901895523071289,3.618135452270508,1.132441509354522,1.01959228515625,0.49981426448737,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260722,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,3.4105091094970703,1.9587691121933704,3.1095218658447266,1.5606327056884766,2.901895523071289,3.618135452270508,1.4517399973036995,1.54888916015625,0.6247960848287113,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260722,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,3.4105091094970703,1.4694801584879558,3.1095218658447266,1.1443424224853516,2.901895523071289,3.618135452270508,1.9410289510091143,1.965179443359375,0.7966666666666666,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260722,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.278067600142548,1.9587691121933704,2.089929580688477,1.5606327056884766,1.1065311431884766,3.2228946685791016,0.3192984879491776,0.529296875,0.1613965856177084,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260722,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.278067600142548,1.4694801584879558,2.089929580688477,1.1443424224853516,1.1065311431884766,3.2228946685791016,0.8085874416545924,0.945587158203125,0.3224863793957404,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260722,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9587691121933704,1.4694801584879558,1.5606327056884766,1.1443424224853516,0.8035526275634766,2.845392227172852,0.4892889537054148,0.416290283203125,0.1635345296356716,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260723,False,31 | GIC / open space,,10000,,5.616303663396836,,3.855926513671875,,1.832782745361328,8.825977325439453,,,,,,,group_distribution_record
luhk,group,20260723,False,51 | Other urban / built-up land,,4,,3.862634658813477,,3.4491214752197266,,3.0907764434814453,4.220979690551758,,,,,,,group_distribution_record
luhk,group,20260723,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.297009674967841,,2.014337539672852,,1.125436782836914,3.17718505859375,,,,,,,group_distribution_record
luhk,group,20260723,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.956408853826476,,1.5606327056884766,,0.8035526275634766,2.694421768188477,,,,,,,group_distribution_record
luhk,group,20260723,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.48613156636556,,1.1065311431884766,,0.5762577056884766,2.392175674438477,,,,,,,group_distribution_record
luhk,pair,20260723,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.616303663396836,3.862634658813477,3.855926513671875,3.4491214752197266,1.832782745361328,8.825977325439453,1.753669004583359,0.4068050384521484,0.0378499999999999,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260723,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.616303663396836,2.297009674967841,3.855926513671875,2.014337539672852,1.832782745361328,8.825977325439453,3.3192939884289947,1.8415889739990237,0.3875783060921247,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260723,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.616303663396836,1.956408853826476,3.855926513671875,1.5606327056884766,1.832782745361328,8.825977325439453,3.65989480957036,2.2952938079833984,0.4708972267536704,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260723,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.616303663396836,1.48613156636556,3.855926513671875,1.1065311431884766,1.832782745361328,8.825977325439453,4.130172097031275,2.7493953704833984,0.559896,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260723,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,3.862634658813477,2.297009674967841,3.4491214752197266,2.014337539672852,3.0907764434814453,4.220979690551758,1.5656249838456358,1.434783935546875,0.6036404160475484,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260723,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,3.862634658813477,1.956408853826476,3.4491214752197266,1.5606327056884766,3.0907764434814453,4.220979690551758,1.9062258049870004,1.88848876953125,0.7108482871125612,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260723,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,3.862634658813477,1.48613156636556,3.4491214752197266,1.1065311431884766,3.0907764434814453,4.220979690551758,2.3765030924479165,2.34259033203125,0.8683333333333334,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260723,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.297009674967841,1.956408853826476,2.014337539672852,1.5606327056884766,1.125436782836914,3.17718505859375,0.3406008211413647,0.453704833984375,0.166295397637614,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260723,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.297009674967841,1.48613156636556,2.014337539672852,1.1065311431884766,1.125436782836914,3.17718505859375,0.8108781086022809,0.907806396484375,0.3224418028727092,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260723,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.956408853826476,1.48613156636556,1.5606327056884766,1.1065311431884766,0.8035526275634766,2.694421768188477,0.4702772874609162,0.4541015625,0.1502990755845568,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260724,False,31 | GIC / open space,,10000,,5.6035246327400206,,3.826074600219727,,1.8631534576416016,8.7364501953125,,,,,,,group_distribution_record
luhk,group,20260724,False,51 | Other urban / built-up land,,4,,4.389070510864258,,3.675149917602539,,3.185121536254883,4.879098892211914,,,,,,,group_distribution_record
luhk,group,20260724,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.2933218319738424,,2.089929580688477,,1.125436782836914,3.1472415924072266,,,,,,,group_distribution_record
luhk,group,20260724,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9365847744716127,,1.5606327056884766,,0.8035526275634766,2.694421768188477,,,,,,,group_distribution_record
luhk,group,20260724,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.462389907836914,,1.1065311431884766,,0.5952014923095703,2.263716220855713,,,,,,,group_distribution_record
luhk,pair,20260724,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.6035246327400206,4.389070510864258,3.826074600219727,3.675149917602539,1.8631534576416016,8.7364501953125,1.2144541218757627,0.1509246826171875,-0.0450249999999999,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260724,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.6035246327400206,2.2933218319738424,3.826074600219727,2.089929580688477,1.8631534576416016,8.7364501953125,3.310202800766178,1.73614501953125,0.3910150817236255,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260724,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.6035246327400206,1.9365847744716127,3.826074600219727,1.5606327056884766,1.8631534576416016,8.7364501953125,3.666939858268408,2.26544189453125,0.4782955954323002,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260724,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.6035246327400206,1.462389907836914,3.826074600219727,1.1065311431884766,1.8631534576416016,8.7364501953125,4.1411347249031065,2.71954345703125,0.5719339999999999,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260724,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,4.389070510864258,2.2933218319738424,3.675149917602539,2.089929580688477,3.185121536254883,4.879098892211914,2.0957486788904154,1.5852203369140625,0.6851783060921248,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260724,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,4.389070510864258,1.9365847744716127,3.675149917602539,1.5606327056884766,3.185121536254883,4.879098892211914,2.452485736392645,2.1145172119140625,0.7638662316476346,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260724,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,4.389070510864258,1.462389907836914,3.675149917602539,1.1065311431884766,3.185121536254883,4.879098892211914,2.926680603027344,2.5686187744140625,0.9033333333333332,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260724,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.2933218319738424,1.9365847744716127,2.089929580688477,1.5606327056884766,1.125436782836914,3.1472415924072266,0.3567370575022297,0.529296875,0.1716959682365004,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260724,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.2933218319738424,1.462389907836914,2.089929580688477,1.1065311431884766,1.125436782836914,3.1472415924072266,0.8309319241369284,0.9833984375,0.3309460128776622,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260724,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9365847744716127,1.462389907836914,1.5606327056884766,1.1065311431884766,0.8035526275634766,2.694421768188477,0.4741948666346987,0.4541015625,0.1576291462751495,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260725,False,31 | GIC / open space,,10000,,5.632214604759216,,3.9312744140625,,1.893402099609375,8.825977325439453,,,,,,,group_distribution_record
luhk,group,20260725,False,51 | Other urban / built-up land,,4,,3.71269416809082,,3.486795425415039,,3.203981399536133,3.995508193969727,,,,,,,group_distribution_record
luhk,group,20260725,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.295222174713905,,2.089929580688477,,1.1065311431884766,3.2228946685791016,,,,,,,group_distribution_record
luhk,group,20260725,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9343542531497329,,1.5606327056884766,,0.8035526275634766,2.694421768188477,,,,,,,group_distribution_record
luhk,group,20260725,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.5051641591389977,,1.1065311431884766,,0.6520328521728516,2.3808398246765137,,,,,,,group_distribution_record
luhk,pair,20260725,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.632214604759216,3.71269416809082,3.9312744140625,3.486795425415039,1.893402099609375,8.825977325439453,1.919520436668396,0.4444789886474609,0.0459499999999999,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260725,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.632214604759216,2.295222174713905,3.9312744140625,2.089929580688477,1.893402099609375,8.825977325439453,3.336992430045311,1.8413448333740237,0.3988963595839525,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260725,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.632214604759216,1.9343542531497329,3.9312744140625,1.5606327056884766,1.893402099609375,8.825977325439453,3.697860351609484,2.3706417083740234,0.4858766721044045,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260725,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.632214604759216,1.5051641591389977,3.9312744140625,1.1065311431884766,1.893402099609375,8.825977325439453,4.127050445620219,2.8247432708740234,0.5656733333333333,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260725,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,3.71269416809082,2.295222174713905,3.486795425415039,2.089929580688477,3.203981399536133,3.995508193969727,1.4174719933769149,1.3968658447265625,0.637630014858841,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260725,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,3.71269416809082,1.9343542531497329,3.486795425415039,1.5606327056884766,3.203981399536133,3.995508193969727,1.7783399149410877,1.9261627197265625,0.7475530179445351,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260725,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,3.71269416809082,1.5051641591389977,3.486795425415039,1.1065311431884766,3.203981399536133,3.995508193969727,2.2075300089518226,2.3802642822265625,0.8799999999999999,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260725,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.295222174713905,1.9343542531497329,2.089929580688477,1.5606327056884766,1.1065311431884766,3.2228946685791016,0.3608679215641728,0.529296875,0.1747610586863621,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260725,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.295222174713905,1.5051641591389977,2.089929580688477,1.1065311431884766,1.1065311431884766,3.2228946685791016,0.790058015574908,0.9833984375,0.3070381376919266,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260725,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9343542531497329,1.5051641591389977,1.5606327056884766,1.1065311431884766,0.8035526275634766,2.694421768188477,0.4291900940107351,0.4541015625,0.132321914083741,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260726,False,31 | GIC / open space,,10000,,5.605832214975357,,3.795612335205078,,1.8631534576416016,8.781854629516602,,,,,,,group_distribution_record
luhk,group,20260726,False,51 | Other urban / built-up land,,4,,4.371667861938477,,4.277688980102539,,3.5245609283447266,5.124795913696289,,,,,,,group_distribution_record
luhk,group,20260726,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.2946919034529936,,2.089929580688477,,1.1065311431884766,3.17718505859375,,,,,,,group_distribution_record
luhk,group,20260726,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9644314919949355,,1.5606327056884766,,0.8035526275634766,2.694421768188477,,,,,,,group_distribution_record
luhk,group,20260726,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.4689172108968098,,1.0307559967041016,,0.6520328521728516,2.271270751953125,,,,,,,group_distribution_record
luhk,pair,20260726,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.605832214975357,4.371667861938477,3.795612335205078,4.277688980102539,1.8631534576416016,8.781854629516602,1.2341643530368804,-0.4820766448974609,-0.08335,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260726,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.605832214975357,2.2946919034529936,3.795612335205078,2.089929580688477,1.8631534576416016,8.781854629516602,3.3111403115223634,1.7056827545166016,0.3854831352154533,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260726,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.605832214975357,1.9644314919949355,3.795612335205078,1.5606327056884766,1.8631534576416016,8.781854629516602,3.641400722980421,2.2349796295166016,0.4704572593800979,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260726,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.605832214975357,1.4689172108968098,3.795612335205078,1.0307559967041016,1.8631534576416016,8.781854629516602,4.136915004078547,2.764856338500977,0.5674793333333332,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260726,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,4.371667861938477,2.2946919034529936,4.277688980102539,2.089929580688477,3.5245609283447266,5.124795913696289,2.076975958485483,2.1877593994140625,0.7730312035661218,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260726,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,4.371667861938477,1.9644314919949355,4.277688980102539,1.5606327056884766,3.5245609283447266,5.124795913696289,2.407236369943541,2.7170562744140625,0.8258564437194127,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260726,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,4.371667861938477,1.4689172108968098,4.277688980102539,1.0307559967041016,3.5245609283447266,5.124795913696289,2.902750651041667,3.246932983398437,0.9433333333333334,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260726,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.2946919034529936,1.9644314919949355,2.089929580688477,1.5606327056884766,1.1065311431884766,3.17718505859375,0.330260411458058,0.529296875,0.1639974887831505,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260726,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.2946919034529936,1.4689172108968098,2.089929580688477,1.0307559967041016,1.1065311431884766,3.17718505859375,0.8257746925561837,1.059173583984375,0.3269638434868747,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260726,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9644314919949355,1.4689172108968098,1.5606327056884766,1.0307559967041016,0.8035526275634766,2.694421768188477,0.4955142810981257,0.529876708984375,0.1595976073953235,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260727,False,31 | GIC / open space,,10000,,5.662614381933213,,3.9312744140625,,1.893402099609375,8.961273193359375,,,,,,,group_distribution_record
luhk,group,20260727,False,51 | Other urban / built-up land,,4,,5.142099380493164,,5.106012344360352,,4.55992317199707,5.688188552856445,,,,,,,group_distribution_record
luhk,group,20260727,False,71 | Woodland / shrubland / grassland / wetland,,1346,,2.301768240567302,,2.089929580688477,,1.1065311431884766,3.17718505859375,,,,,,,group_distribution_record
luhk,group,20260727,False,72 | Woodland / shrubland / grassland / wetland,,613,,1.9815734595692367,,1.5606327056884766,,0.8035526275634766,2.7699222564697266,,,,,,,group_distribution_record
luhk,group,20260727,False,73 | Woodland / shrubland / grassland / wetland,,150,,1.4568094635009765,,0.9550418853759766,,0.6520328521728516,2.32794189453125,,,,,,,group_distribution_record
luhk,pair,20260727,False,31 | GIC / open space,51 | Other urban / built-up land,10000,4.0,5.662614381933213,5.142099380493164,3.9312744140625,5.106012344360352,1.893402099609375,8.961273193359375,0.5205150014400486,-1.1747379302978516,-0.1526499999999999,0.85,0.4,0.25,insufficient_coverage_for_conclusion
luhk,pair,20260727,False,31 | GIC / open space,71 | Woodland / shrubland / grassland / wetland,10000,1346.0,5.662614381933213,2.301768240567302,3.9312744140625,2.089929580688477,1.893402099609375,8.961273193359375,3.3608461413659105,1.8413448333740237,0.3976984398216938,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260727,False,31 | GIC / open space,72 | Woodland / shrubland / grassland / wetland,10000,613.0,5.662614381933213,1.9815734595692367,3.9312744140625,1.5606327056884766,1.893402099609375,8.961273193359375,3.681040922363976,2.3706417083740234,0.4777747145187603,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260727,False,31 | GIC / open space,73 | Woodland / shrubland / grassland / wetland,10000,150.0,5.662614381933213,1.4568094635009765,3.9312744140625,0.9550418853759766,1.893402099609375,8.961273193359375,4.205804918432236,2.9762325286865234,0.5770373333333334,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260727,False,51 | Other urban / built-up land,71 | Woodland / shrubland / grassland / wetland,4,1346.0,5.142099380493164,2.301768240567302,5.106012344360352,2.089929580688477,4.55992317199707,5.688188552856445,2.840331139925862,3.016082763671875,0.825222882615156,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260727,False,51 | Other urban / built-up land,72 | Woodland / shrubland / grassland / wetland,4,613.0,5.142099380493164,1.9815734595692367,5.106012344360352,1.5606327056884766,4.55992317199707,5.688188552856445,3.160525920923927,3.545379638671875,0.8466557911908645,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260727,False,51 | Other urban / built-up land,73 | Woodland / shrubland / grassland / wetland,4,150.0,5.142099380493164,1.4568094635009765,5.106012344360352,0.9550418853759766,4.55992317199707,5.688188552856445,3.685289916992188,4.150970458984375,0.95,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260727,False,71 | Woodland / shrubland / grassland / wetland,72 | Woodland / shrubland / grassland / wetland,1346,613.0,2.301768240567302,1.9815734595692367,2.089929580688477,1.5606327056884766,1.1065311431884766,3.17718505859375,0.320194780998065,0.529296875,0.1595580161386889,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,pair,20260727,False,71 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,1346,150.0,2.301768240567302,1.4568094635009765,2.089929580688477,0.9550418853759766,1.1065311431884766,3.17718505859375,0.8449587770663256,1.1348876953125,0.3309361069836551,1.0,1.0,1.0,stable_sign_across_seeds
luhk,pair,20260727,False,72 | Woodland / shrubland / grassland / wetland,73 | Woodland / shrubland / grassland / wetland,613,150.0,1.9815734595692367,1.4568094635009765,1.5606327056884766,0.9550418853759766,0.8035526275634766,2.7699222564697266,0.5247639960682606,0.6055908203125,0.1743338771071234,1.0,1.0,1.0,insufficient_coverage_for_conclusion
luhk,group,20260728,False,31 | GIC / open space,,10000,,5.639764090490341,,3.826074600219727,,1.8631534576416016,8.900135040283203,,,,,,,group_distribution_record
luhk,group,20260728,False,51 | Other urban / built-up land,,4,,5.386194229125977,,5.519540786743164,,4.65385627746582,6.25187873840332,,,,,,,group_distribution_record
