observation_id,primary_key,analysis_variant,image_id,flight_id,pair_id,acquisition_datetime,cell_id,luhk_row,luhk_col,cell_center_x_2326,cell_center_y_2326,cell_min_x_2326,cell_max_x_2326,cell_min_y_2326,cell_max_y_2326,luhk_original_code,luhk_original_class,luhk_aggregated_class,luhk_majority_fraction,mixed_luhk_flag,dominant_physical_surface_cover_class_id,dominant_physical_surface_cover_class,dominant_physical_surface_cover_pixel_count,dominant_physical_surface_cover_fraction,total_mapped_pixel_count,valid_temperature_pixel_count,valid_temperature_coverage_fraction,cell_thermal_coverage_fraction,mean_surface_temperature_c,median_surface_temperature_c,std_surface_temperature_c,min_surface_temperature_c,max_surface_temperature_c,p01_surface_temperature_c,p99_surface_temperature_c,below_0_c_pixel_count,below_0_c_pixel_fraction,below_minus_5_c_pixel_count,below_minus_5_c_pixel_fraction,below_minus_10_c_pixel_count,below_minus_10_c_pixel_fraction,shadow_pixel_count,shadow_fraction,ambient_temperature_c,ambient_source,ambient_source_id,ambient_observation_datetime,ambient_time_difference_minutes,ambient_matching_method,ambient_qa_status,delta_t_mean_c,delta_t_median_c,part_c_qa_status,part_d_qa_status,provisional_result_flag,provisional_result_note,analysis_valid,exclusion_reason,qa_warning_flag
DJI_20260107143320_0007__LUHK_r02587_c04512,DJI_20260107143320_0007__LUHK_r02587_c04512,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04512,2587,4512,845125.0,822125.0,845120.0,845130.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,600,1.0,600,600,1.0,1.0,16.345495,15.698999,3.322315,8.724512,25.781336,9.385541,25.486292,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,5.745495,5.098999,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04513,DJI_20260107143320_0007__LUHK_r02587_c04513,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04513,2587,4513,845135.0,822125.0,845130.0,845140.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,480,0.768,625,625,1.0,1.0,13.807257,13.862146,3.188475,8.579279,25.781336,8.94552,25.173819,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,3.207257,3.262146,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04514,DJI_20260107143320_0007__LUHK_r02587_c04514,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04514,2587,4514,845145.0,822125.0,845140.0,845150.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,625,1.0,625,625,1.0,1.0,8.039924,7.845666,1.537138,4.405298,13.274225,4.624658,12.540583,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-2.560076,-2.754334,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04515,DJI_20260107143320_0007__LUHK_r02587_c04515,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04515,2587,4515,845155.0,822125.0,845150.0,845160.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,600,1.0,600,600,1.0,1.0,7.246336,7.845666,4.21228,-24.187902,10.485468,-15.984055,9.678156,17,0.028333,16,0.026667,14,0.023333,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-3.353664,-2.754334,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04516,DJI_20260107143320_0007__LUHK_r02587_c04516,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04516,2587,4516,845165.0,822125.0,845160.0,845170.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,625,1.0,625,625,1.0,1.0,6.63694,7.11358,1.369678,4.259088,8.872248,4.333826,8.724512,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-3.96306,-3.48642,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04517,DJI_20260107143320_0007__LUHK_r02587_c04517,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04517,2587,4517,845175.0,822125.0,845170.0,845180.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,584,0.973333,600,600,1.0,1.0,5.341452,4.699396,1.26294,4.112878,9.53161,4.187616,9.23855,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-5.258548,-5.900604,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04518,DJI_20260107143320_0007__LUHK_r02587_c04518,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04518,2587,4518,845185.0,822125.0,845180.0,845190.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,379,0.6064,625,625,1.0,1.0,8.47956,7.99212,2.956649,1.703699,16.875513,4.551538,16.563906,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-2.12044,-2.60788,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04519,DJI_20260107143320_0007__LUHK_r02587_c04519,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04519,2587,4519,845195.0,822125.0,845190.0,845200.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,344,0.5504,625,625,1.0,1.0,9.672187,9.386286,2.378726,5.721735,16.728601,6.087549,16.122715,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-0.927813,-1.213714,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04520,DJI_20260107143320_0007__LUHK_r02587_c04520,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04520,2587,4520,845205.0,822125.0,845200.0,845210.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,527,0.878333,600,600,1.0,1.0,8.662021,8.94552,1.052679,5.869562,12.687311,6.086832,11.806177,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-1.937979,-1.65448,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04521,DJI_20260107143320_0007__LUHK_r02587_c04521,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04521,2587,4521,845215.0,822125.0,845210.0,845220.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,558,0.8928,625,625,1.0,1.0,6.856247,6.746179,0.972369,4.624658,9.604883,4.845605,9.368407,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-3.743753,-3.853821,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04522,DJI_20260107143320_0007__LUHK_r02587_c04522,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04522,2587,4522,845225.0,822125.0,845220.0,845230.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,579,0.965,600,600,1.0,1.0,7.363805,7.552789,0.970235,0.462854,9.824701,2.360177,9.604883,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-3.236195,-3.047211,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04523,DJI_20260107143320_0007__LUHK_r02587_c04523,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04523,2587,4523,845235.0,822125.0,845230.0,845240.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,620,0.992,625,625,1.0,1.0,10.398575,9.53161,2.355596,7.552789,15.626276,7.626001,15.461102,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-0.201425,-1.06839,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04524,DJI_20260107143320_0007__LUHK_r02587_c04524,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04524,2587,4524,845245.0,822125.0,845240.0,845250.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,625,1.0,625,625,1.0,1.0,17.291927,16.802057,3.160515,13.054132,25.633783,13.127497,25.064825,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,6.691927,6.202057,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04525,DJI_20260107143320_0007__LUHK_r02587_c04525,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04525,2587,4525,845255.0,822125.0,845250.0,845260.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,600,1.0,600,600,1.0,1.0,17.152357,16.802057,1.997486,12.393885,25.855097,12.90665,23.724726,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,6.552357,6.202057,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04526,DJI_20260107143320_0007__LUHK_r02587_c04526,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04526,2587,4526,845265.0,822125.0,845260.0,845270.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,625,1.0,625,625,1.0,1.0,18.766266,18.714197,1.497822,14.303339,21.952021,15.405298,21.657495,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,8.166266,8.114197,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04527,DJI_20260107143320_0007__LUHK_r02587_c04527,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04527,2587,4527,845275.0,822125.0,845270.0,845280.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,1,roof,625,1.0,625,625,1.0,1.0,20.306993,20.774195,2.283038,13.495234,24.60235,14.761574,23.718836,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,9.706993,10.174195,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04528,DJI_20260107143320_0007__LUHK_r02587_c04528,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04528,2587,4528,845285.0,822125.0,845280.0,845290.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,338,0.563333,600,600,1.0,1.0,13.914196,11.145227,4.495385,9.53161,23.35058,9.53161,23.056763,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,3.314196,0.545227,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04529,DJI_20260107143320_0007__LUHK_r02587_c04529,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04529,2587,4529,845295.0,822125.0,845290.0,845300.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,625,1.0,625,625,1.0,1.0,9.778962,9.678156,0.495213,9.23855,12.099543,9.311792,11.861911,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-0.821038,-0.921844,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02587_c04530,DJI_20260107143320_0007__LUHK_r02587_c04530,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02587_c04530,2587,4530,845305.0,822125.0,845300.0,845310.0,822120.0,822130.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,100,1.0,100,100,1.0,0.170088,9.569869,9.53161,0.141018,9.23855,9.824701,9.31106,9.824701,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-1.030131,-1.06839,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04504,DJI_20260107143320_0007__LUHK_r02588_c04504,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04504,2588,4504,845045.0,822115.0,845040.0,845050.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,480,1.0,480,480,1.0,0.825164,10.205379,10.04571,0.585356,9.311792,11.65954,9.311792,11.512873,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-0.394621,-0.55429,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04505,DJI_20260107143320_0007__LUHK_r02588_c04505,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04505,2588,4505,845055.0,822115.0,845050.0,845060.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,600,1.0,600,600,1.0,1.0,9.943763,9.824701,0.689878,9.165277,13.862146,9.23855,12.760675,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,-0.656237,-0.775299,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04506,DJI_20260107143320_0007__LUHK_r02588_c04506,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04506,2588,4506,845065.0,822115.0,845060.0,845070.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,600,1.0,600,600,1.0,1.0,10.61832,10.77865,1.041992,7.845666,12.613947,8.211817,12.466303,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,0.01832,0.17865,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04507,DJI_20260107143320_0007__LUHK_r02588_c04507,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04507,2588,4507,845075.0,822115.0,845070.0,845080.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,576,1.0,576,576,1.0,1.0,11.383982,11.512873,0.68445,9.752619,12.907373,9.899164,12.760675,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,0.783982,0.912873,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04508,DJI_20260107143320_0007__LUHK_r02588_c04508,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04508,2588,4508,845085.0,822115.0,845080.0,845090.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,600,1.0,600,600,1.0,1.0,12.457253,12.687311,2.351144,9.386286,18.420191,9.53161,17.905268,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.857253,2.087311,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04509,DJI_20260107143320_0007__LUHK_r02588_c04509,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04509,2588,4509,845095.0,822115.0,845090.0,845100.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,4,vegetation_tree,491,0.852431,576,576,1.0,1.0,12.436208,12.393885,1.265481,10.191156,16.434778,10.265558,15.626276,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,1.836208,1.793885,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04510,DJI_20260107143320_0007__LUHK_r02588_c04510,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04510,2588,4510,845105.0,822115.0,845100.0,845110.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,556,0.926667,600,600,1.0,1.0,10.813034,10.632044,0.772667,9.53161,12.760675,9.678156,12.466303,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,0.213034,0.032044,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04511,DJI_20260107143320_0007__LUHK_r02588_c04511,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04511,2588,4511,845115.0,822115.0,845110.0,845120.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,2,concrete_pavement,415,0.691667,600,600,1.0,1.0,11.053522,10.99859,0.549032,10.119013,13.641993,10.190435,12.907373,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,0.453522,0.39859,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04512,DJI_20260107143320_0007__LUHK_r02588_c04512,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04512,2588,4512,845125.0,822115.0,845120.0,845130.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,1,roof,576,1.0,576,576,1.0,1.0,14.367628,14.376734,1.612697,11.145227,18.420191,11.201006,18.144228,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,3.767628,3.776734,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04513,DJI_20260107143320_0007__LUHK_r02588_c04513,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04513,2588,4513,845135.0,822115.0,845130.0,845140.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,1,roof,600,1.0,600,600,1.0,1.0,15.992065,14.890589,3.511747,10.706446,27.407373,11.145227,26.816072,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,5.392065,4.290589,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04514,DJI_20260107143320_0007__LUHK_r02588_c04514,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04514,2588,4514,845145.0,822115.0,845140.0,845150.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,1,roof,600,1.0,600,600,1.0,1.0,18.658363,19.67074,5.239936,9.092005,31.946589,9.23855,29.570024,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,8.058363,9.07074,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143320_0007__LUHK_r02588_c04515,DJI_20260107143320_0007__LUHK_r02588_c04515,all_finite,DJI_20260107143320_0007,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143320_0007,2026-01-07 14:33:20,LUHK_r02588_c04515,2588,4515,845155.0,822115.0,845150.0,845160.0,822110.0,822120.0,31,31,GIC / open space,1.0,0,1,roof,576,1.0,576,576,1.0,1.0,15.69526,11.806177,7.182252,8.432795,30.751337,8.724512,29.596895,0,0.0,0,0.0,0,0.0,0,0.0,10.6,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:20,0,user_provided_exact_image_match,user_provided_provisional,5.09526,1.206177,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
