observation_id,primary_key,analysis_variant,image_id,flight_id,pair_id,acquisition_datetime,cell_id,luhk_row,luhk_col,cell_center_x_2326,cell_center_y_2326,luhk_original_code,luhk_original_class,luhk_aggregated_class,physical_surface_cover_class_id,physical_surface_cover_class,class_pixel_count,valid_classified_pixel_count_in_cell,class_fraction_of_valid_classified_pixels,class_thermal_pixel_count,class_valid_temperature_count,class_temperature_coverage_fraction,class_mean_surface_temperature_c,class_median_surface_temperature_c,class_std_surface_temperature_c,class_min_surface_temperature_c,class_max_surface_temperature_c,class_below_0_c_pixel_count,class_below_0_c_pixel_fraction,class_below_minus_5_c_pixel_count,class_below_minus_5_c_pixel_fraction,class_below_minus_10_c_pixel_count,class_below_minus_10_c_pixel_fraction,class_shadow_pixel_count,class_shadow_fraction,ambient_temperature_c,ambient_source,ambient_source_id,ambient_observation_datetime,ambient_time_difference_minutes,ambient_matching_method,ambient_qa_status,class_delta_t_mean_c,class_delta_t_median_c,part_c_qa_status,part_d_qa_status,provisional_result_flag,provisional_result_note,analysis_valid,exclusion_reason,qa_warning_flag
DJI_20260107143328_0008__LUHK_r02578_c04520__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04520__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04520,2578,4520,845205.0,822215.0,31,31,GIC / open space,4,vegetation_tree,551,625,0.8816,551,551,1.0,11.462511,11.145227,1.424535,8.872248,16.434778,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,0.562511,0.245227,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04521__cover_2,DJI_20260107143328_0008__LUHK_r02578_c04521__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04521,2578,4521,845215.0,822215.0,31,31,GIC / open space,2,concrete_pavement,25,600,0.041667,25,25,1.0,13.028095,13.054132,0.433307,11.879511,13.788782,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,2.128095,2.154132,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04521__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04521__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04521,2578,4521,845215.0,822215.0,31,31,GIC / open space,4,vegetation_tree,575,600,0.958333,575,575,1.0,9.998834,9.972437,1.669095,5.796411,16.507593,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-0.901166,-0.927563,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04522__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04522__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04522,2578,4522,845225.0,822215.0,31,31,GIC / open space,4,vegetation_tree,625,625,1.0,625,625,1.0,14.218183,14.00976,3.607996,7.99212,29.559595,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,3.318183,3.10976,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04523__cover_2,DJI_20260107143328_0008__LUHK_r02578_c04523__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04523,2578,4523,845235.0,822215.0,31,31,GIC / open space,2,concrete_pavement,208,600,0.346667,208,208,1.0,22.279257,21.473429,5.623603,11.732843,31.498011,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,11.379257,10.573429,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04523__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04523__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04523,2578,4523,845235.0,822215.0,31,31,GIC / open space,4,vegetation_tree,356,600,0.593333,356,356,1.0,13.304715,13.201746,2.914748,8.724512,23.203363,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,2.404715,2.301746,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04523__cover_6,DJI_20260107143328_0008__LUHK_r02578_c04523__cover_6,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04523,2578,4523,845235.0,822215.0,31,31,GIC / open space,6,bare_soil,36,600,0.06,36,36,1.0,18.761835,20.038385,2.23368,14.082331,20.995142,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,7.861835,9.138385,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04524__cover_1,DJI_20260107143328_0008__LUHK_r02578_c04524__cover_1,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04524,2578,4524,845245.0,822215.0,31,31,GIC / open space,1,roof,288,625,0.4608,288,288,1.0,8.390767,8.211817,1.956441,4.699396,14.523554,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-2.509233,-2.688183,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04524__cover_2,DJI_20260107143328_0008__LUHK_r02578_c04524__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04524,2578,4524,845245.0,822215.0,31,31,GIC / open space,2,concrete_pavement,275,625,0.44,275,275,1.0,21.500275,24.234217,8.003159,8.211817,30.900995,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,10.600275,13.334217,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04524__cover_6,DJI_20260107143328_0008__LUHK_r02578_c04524__cover_6,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04524,2578,4524,845245.0,822215.0,31,31,GIC / open space,6,bare_soil,62,625,0.0992,62,62,1.0,18.385199,19.376245,2.513395,12.099543,20.627069,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,7.485199,8.476245,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04525__cover_1,DJI_20260107143328_0008__LUHK_r02578_c04525__cover_1,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04525,2578,4525,845255.0,822215.0,31,31,GIC / open space,1,roof,434,625,0.6944,434,434,1.0,8.154105,8.211817,0.980451,4.845605,10.77865,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-2.745895,-2.688183,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04525__cover_2,DJI_20260107143328_0008__LUHK_r02578_c04525__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04525,2578,4525,845255.0,822215.0,31,31,GIC / open space,2,concrete_pavement,191,625,0.3056,191,191,1.0,10.479177,8.799006,4.110548,6.162195,22.246332,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-0.420823,-2.100994,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04526__cover_1,DJI_20260107143328_0008__LUHK_r02578_c04526__cover_1,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04526,2578,4526,845265.0,822215.0,31,31,GIC / open space,1,roof,249,600,0.415,249,249,1.0,9.129499,9.018763,0.73709,7.406366,11.952875,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-1.770501,-1.881237,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04526__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04526__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04526,2578,4526,845265.0,822215.0,31,31,GIC / open space,4,vegetation_tree,351,600,0.585,351,351,1.0,9.45389,9.311792,0.486693,8.579279,11.732843,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-1.44611,-1.588208,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04527__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04527__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04527,2578,4527,845275.0,822215.0,31,31,GIC / open space,4,vegetation_tree,625,625,1.0,625,625,1.0,9.706203,9.458338,0.475391,9.165277,11.366236,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-1.193797,-1.441662,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04528__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04528__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04528,2578,4528,845285.0,822215.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,10.342576,10.338861,0.544174,9.165277,12.393885,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-0.557424,-0.561139,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04529__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04529__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04529,2578,4529,845295.0,822215.0,31,31,GIC / open space,4,vegetation_tree,625,625,1.0,625,625,1.0,11.583964,11.439539,1.10153,9.972437,16.360682,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,0.683964,0.539539,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02578_c04530__cover_4,DJI_20260107143328_0008__LUHK_r02578_c04530__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02578_c04530,2578,4530,845305.0,822215.0,31,31,GIC / open space,4,vegetation_tree,75,75,1.0,75,75,1.0,12.198789,10.851954,2.390925,10.04571,17.463831,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,1.298789,-0.048046,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04504__cover_2,DJI_20260107143328_0008__LUHK_r02579_c04504__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04504,2579,4504,845045.0,822205.0,31,31,GIC / open space,2,concrete_pavement,528,528,1.0,528,528,1.0,20.892101,22.982569,3.831519,11.732843,24.896906,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,9.992101,12.082569,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04505__cover_2,DJI_20260107143328_0008__LUHK_r02579_c04505__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04505,2579,4505,845055.0,822205.0,31,31,GIC / open space,2,concrete_pavement,426,576,0.739583,426,426,1.0,21.288118,22.320093,3.043826,7.845666,25.265192,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,10.388118,11.420093,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04505__cover_4,DJI_20260107143328_0008__LUHK_r02579_c04505__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04505,2579,4505,845055.0,822205.0,31,31,GIC / open space,4,vegetation_tree,150,576,0.260417,150,150,1.0,16.634859,16.177057,3.702976,11.512873,22.688044,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,5.734859,5.277057,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04506__cover_4,DJI_20260107143328_0008__LUHK_r02579_c04506__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04506,2579,4506,845065.0,822205.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,11.497284,10.77865,1.802905,9.824701,22.246332,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,0.597284,-0.12135,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04507__cover_4,DJI_20260107143328_0008__LUHK_r02579_c04507__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04507,2579,4507,845075.0,822205.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.987328,9.972437,0.236807,9.386286,10.77865,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-0.912672,-0.927563,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04508__cover_4,DJI_20260107143328_0008__LUHK_r02579_c04508__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04508,2579,4508,845085.0,822205.0,31,31,GIC / open space,4,vegetation_tree,576,576,1.0,576,576,1.0,9.860885,9.824701,0.227041,9.311792,10.925287,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-1.039115,-1.075299,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04509__cover_4,DJI_20260107143328_0008__LUHK_r02579_c04509__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04509,2579,4509,845095.0,822205.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,10.443071,10.338861,0.451507,9.899164,12.687311,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-0.456929,-0.561139,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04510__cover_2,DJI_20260107143328_0008__LUHK_r02579_c04510__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04510,2579,4510,845105.0,822205.0,31,31,GIC / open space,2,concrete_pavement,309,576,0.536458,309,309,1.0,9.899586,9.824701,0.430827,9.23855,11.879511,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-1.000414,-1.075299,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04510__cover_4,DJI_20260107143328_0008__LUHK_r02579_c04510__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04510,2579,4510,845105.0,822205.0,31,31,GIC / open space,4,vegetation_tree,267,576,0.463542,267,267,1.0,10.82668,10.558741,1.050979,9.678156,15.038172,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-0.07332,-0.341259,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04511__cover_2,DJI_20260107143328_0008__LUHK_r02579_c04511__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04511,2579,4511,845115.0,822205.0,31,31,GIC / open space,2,concrete_pavement,574,600,0.956667,574,574,1.0,9.69298,9.678156,0.276276,9.092005,10.706446,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-1.20702,-1.221844,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04511__cover_4,DJI_20260107143328_0008__LUHK_r02579_c04511__cover_4,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04511,2579,4511,845115.0,822205.0,31,31,GIC / open space,4,vegetation_tree,26,600,0.043333,26,26,1.0,9.864848,9.824701,0.180021,9.604883,10.338861,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-1.035152,-1.075299,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04512__cover_2,DJI_20260107143328_0008__LUHK_r02579_c04512__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04512,2579,4512,845125.0,822205.0,31,31,GIC / open space,2,concrete_pavement,600,600,1.0,600,600,1.0,17.273449,15.074884,6.67136,9.165277,35.398918,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,6.373449,4.174884,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04513__cover_2,DJI_20260107143328_0008__LUHK_r02579_c04513__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04513,2579,4513,845135.0,822205.0,31,31,GIC / open space,2,concrete_pavement,576,576,1.0,576,576,1.0,15.365414,12.099543,5.997303,9.824701,38.420738,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,4.465414,1.199543,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04514__cover_2,DJI_20260107143328_0008__LUHK_r02579_c04514__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04514,2579,4514,845145.0,822205.0,31,31,GIC / open space,2,concrete_pavement,600,600,1.0,600,600,1.0,11.818364,9.53161,4.969571,7.479578,36.001366,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,0.918364,-1.36839,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143328_0008__LUHK_r02579_c04515__cover_2,DJI_20260107143328_0008__LUHK_r02579_c04515__cover_2,all_finite,DJI_20260107143328_0008,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143328_0008,2026-01-07 14:33:28,LUHK_r02579_c04515,2579,4515,845155.0,822205.0,31,31,GIC / open space,2,concrete_pavement,576,576,1.0,576,576,1.0,7.272504,7.261346,0.17158,6.893976,7.845666,0,0.0,0,0.0,0,0.0,0,0.0,10.9,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:33:28,0,user_provided_exact_image_match,user_provided_provisional,-3.627496,-3.638654,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
