observation_id,primary_key,analysis_variant,image_id,flight_id,pair_id,acquisition_datetime,cell_id,luhk_row,luhk_col,cell_center_x_2326,cell_center_y_2326,luhk_original_code,luhk_original_class,luhk_aggregated_class,physical_surface_cover_class_id,physical_surface_cover_class,class_pixel_count,valid_classified_pixel_count_in_cell,class_fraction_of_valid_classified_pixels,class_thermal_pixel_count,class_valid_temperature_count,class_temperature_coverage_fraction,class_mean_surface_temperature_c,class_median_surface_temperature_c,class_std_surface_temperature_c,class_min_surface_temperature_c,class_max_surface_temperature_c,class_below_0_c_pixel_count,class_below_0_c_pixel_fraction,class_below_minus_5_c_pixel_count,class_below_minus_5_c_pixel_fraction,class_below_minus_10_c_pixel_count,class_below_minus_10_c_pixel_fraction,class_shadow_pixel_count,class_shadow_fraction,ambient_temperature_c,ambient_source,ambient_source_id,ambient_observation_datetime,ambient_time_difference_minutes,ambient_matching_method,ambient_qa_status,class_delta_t_mean_c,class_delta_t_median_c,part_c_qa_status,part_d_qa_status,provisional_result_flag,provisional_result_note,analysis_valid,exclusion_reason,qa_warning_flag
DJI_20260107143259_0005__LUHK_r02559_c04518__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04518__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04518,2559,4518,845185.0,822405.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.050095,9.092005,0.572462,7.99212,10.851954,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.949905,-1.907995,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04519__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04519__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04519,2559,4519,845195.0,822405.0,31,31,GIC / open space,4,vegetation_tree,625,625,1.0,625,625,1.0,9.724779,9.458338,0.86702,8.506037,12.319574,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.275221,-1.541662,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04520__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04520__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04520,2559,4520,845205.0,822405.0,31,31,GIC / open space,4,vegetation_tree,625,625,1.0,625,625,1.0,9.612462,9.458338,0.720133,8.358271,11.291864,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.387538,-1.541662,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04521__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04521__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04521,2559,4521,845215.0,822405.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.174171,9.092005,0.346631,8.579279,10.485468,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.825829,-1.907995,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04522__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04522__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04522,2559,4522,845225.0,822405.0,31,31,GIC / open space,4,vegetation_tree,625,625,1.0,625,625,1.0,9.358622,9.23855,0.500866,8.506037,11.072962,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.641378,-1.76145,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04523__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04523__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04523,2559,4523,845235.0,822405.0,72,72,Woodland / shrubland / grassland / wetland,4,vegetation_tree,625,625,1.0,625,625,1.0,9.183436,9.092005,0.343395,8.579279,11.145227,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.816564,-1.907995,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04524__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04524__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04524,2559,4524,845245.0,822405.0,72,72,Woodland / shrubland / grassland / wetland,4,vegetation_tree,600,600,1.0,600,600,1.0,9.610499,9.458338,0.468758,8.872248,11.806177,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.389501,-1.541662,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04525__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04525__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04525,2559,4525,845255.0,822405.0,72,72,Woodland / shrubland / grassland / wetland,4,vegetation_tree,625,625,1.0,625,625,1.0,9.604713,9.53161,0.363491,8.724512,10.851954,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.395287,-1.46839,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04526__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04526__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04526,2559,4526,845265.0,822405.0,72,72,Woodland / shrubland / grassland / wetland,4,vegetation_tree,625,625,1.0,625,625,1.0,9.69862,9.53161,0.612664,8.799006,12.319574,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.30138,-1.46839,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04527__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04527__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04527,2559,4527,845275.0,822405.0,71,71,Woodland / shrubland / grassland / wetland,4,vegetation_tree,600,600,1.0,600,600,1.0,10.443051,10.412165,0.590014,9.23855,12.099543,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-0.556949,-0.587835,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04528__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04528__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04528,2559,4528,845285.0,822405.0,72,72,Woodland / shrubland / grassland / wetland,4,vegetation_tree,625,625,1.0,625,625,1.0,10.311321,10.191156,0.581218,9.386286,12.247217,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-0.688679,-0.808844,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04529__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04529__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04529,2559,4529,845295.0,822405.0,71,71,Woodland / shrubland / grassland / wetland,4,vegetation_tree,625,625,1.0,625,625,1.0,10.9588,10.925287,0.596225,9.678156,12.834955,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-0.0412,-0.074713,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02559_c04530__cover_4,DJI_20260107143259_0005__LUHK_r02559_c04530__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02559_c04530,2559,4530,845305.0,822405.0,72,72,Woodland / shrubland / grassland / wetland,4,vegetation_tree,200,200,1.0,200,200,1.0,11.550922,11.586206,0.440199,10.412165,13.127497,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,0.550922,0.586206,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04504__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04504__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04504,2560,4504,845045.0,822395.0,71,71,Woodland / shrubland / grassland / wetland,4,vegetation_tree,360,360,1.0,360,360,1.0,9.037469,9.018763,0.161495,8.579279,9.53161,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.962531,-1.981237,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04505__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04505__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04505,2560,4505,845055.0,822395.0,71,71,Woodland / shrubland / grassland / wetland,4,vegetation_tree,600,600,1.0,600,600,1.0,9.138734,9.165277,0.243093,8.506037,9.752619,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.861266,-1.834723,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04506__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04506__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04506,2560,4506,845065.0,822395.0,71,71,Woodland / shrubland / grassland / wetland,4,vegetation_tree,576,576,1.0,576,576,1.0,9.251905,9.23855,0.299202,8.579279,10.412165,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.748095,-1.76145,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04507__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04507__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04507,2560,4507,845075.0,822395.0,71,71,Woodland / shrubland / grassland / wetland,4,vegetation_tree,600,600,1.0,600,600,1.0,10.321108,9.899164,1.28685,8.724512,13.568628,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-0.678892,-1.100836,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04508__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04508__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04508,2560,4508,845085.0,822395.0,71,71,Woodland / shrubland / grassland / wetland,4,vegetation_tree,600,600,1.0,600,600,1.0,12.790247,13.054132,1.63955,8.872248,15.773127,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,1.790247,2.054132,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04509__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04509__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04509,2560,4509,845095.0,822395.0,72,72,Woodland / shrubland / grassland / wetland,4,vegetation_tree,576,576,1.0,576,576,1.0,13.495462,13.568628,1.102698,10.485468,15.920008,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,2.495462,2.568628,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04510__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04510__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04510,2560,4510,845105.0,822395.0,72,72,Woodland / shrubland / grassland / wetland,4,vegetation_tree,600,600,1.0,600,600,1.0,12.406363,12.283396,1.254751,10.191156,16.140345,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,1.406363,1.283396,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04511__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04511__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04511,2560,4511,845115.0,822395.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,10.13785,9.752619,1.009485,8.872248,13.935541,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-0.86215,-1.247381,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04512__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04512__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04512,2560,4512,845125.0,822395.0,31,31,GIC / open space,4,vegetation_tree,576,576,1.0,576,576,1.0,9.360136,9.311792,0.37737,8.652521,11.439539,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.639864,-1.688208,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04513__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04513__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04513,2560,4513,845135.0,822395.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.008847,8.94552,0.191397,8.579279,9.53161,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.991153,-2.05448,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04514__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04514__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04514,2560,4514,845145.0,822395.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,8.941886,8.94552,0.238646,8.286341,9.899164,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-2.058114,-2.05448,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04515__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04515__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04515,2560,4515,845155.0,822395.0,31,31,GIC / open space,4,vegetation_tree,576,576,1.0,576,576,1.0,8.639008,8.652521,0.273412,7.920221,9.604883,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-2.360992,-2.347479,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04516__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04516__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04516,2560,4516,845165.0,822395.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,8.580641,8.249079,1.036479,7.552789,14.00976,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-2.419359,-2.750921,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04517__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04517__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04517,2560,4517,845175.0,822395.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,8.17281,8.065332,0.322681,7.479578,8.94552,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-2.82719,-2.934668,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04518__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04518__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04518,2560,4518,845185.0,822395.0,31,31,GIC / open space,4,vegetation_tree,576,576,1.0,576,576,1.0,8.749367,8.579279,0.770825,7.552789,11.512873,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-2.250633,-2.420721,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04519__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04519__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04519,2560,4519,845195.0,822395.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.940077,9.899164,0.840136,8.358271,12.099543,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.059923,-1.100836,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04520__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04520__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04520,2560,4520,845205.0,822395.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,9.12696,8.94552,0.635962,7.99212,11.072962,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.87304,-2.05448,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04521__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04521__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04521,2560,4521,845215.0,822395.0,31,31,GIC / open space,4,vegetation_tree,576,576,1.0,576,576,1.0,9.067655,8.872248,0.539637,8.139887,10.99859,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-1.932345,-2.127752,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
DJI_20260107143259_0005__LUHK_r02560_c04522__cover_4,DJI_20260107143259_0005__LUHK_r02560_c04522__cover_4,all_finite,DJI_20260107143259_0005,DJI_202601071424_001,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,2026-01-07 14:32:59,LUHK_r02560_c04522,2560,4522,845225.0,822395.0,31,31,GIC / open space,4,vegetation_tree,600,600,1.0,600,600,1.0,8.769931,8.799006,0.268497,8.065332,10.04571,0,0.0,0,0.0,0,0.0,0,0.0,11.0,user_provided_chat_message,codex_user_message_2026-07-15,2026-01-07 14:32:59,0,user_provided_exact_image_match,user_provided_provisional,-2.230069,-2.200994,pass,warn,1,This is a provisional pilot delta-T analysis using temperature matrices that have completed structural extraction QA but have not yet completed full radiometric parameter validation.,1,,1
