luhk_class_code,luhk_class_name,n_pixels_full,n_images,mean_full,median_full,std_full,min_full,q05_full,q25_full,q75_full,q95_full,max_full,n_pixels_sampled,mean_sampled,median_sampled
31,GIC / open space,1523465,5,5.623931911071929,3.870685577392578,5.725563708546074,-39.05314254760742,-0.6375789642333984,1.8631534576416016,8.900135040283203,16.822406768798828,38.98963928222656,10000,5.680811554574967,3.9014225006103516
51,Other urban / built-up land,200,1,4.4834928131103515,4.353296279907227,1.4830748774994438,2.0899295806884766,2.5432071685791016,3.4301395416259766,5.030817031860352,7.737720108032225,9.455682754516602,4,3.6366519927978516,3.335916519165039
71,Woodland / shrubland / grassland / wetland,76074,4,2.263306550643395,2.0899295806884766,1.6127697204253018,-0.8654842376708984,0.27300453186035156,1.1065311431884766,3.1472415924072266,4.729944229125977,17.78386878967285,1346,2.311179603191223,2.0899295806884766
72,Woodland / shrubland / grassland / wetland,31408,1,1.9224651742819554,1.5606327056884766,1.6232410125611971,-0.7894954681396484,0.19719886779785156,0.8035526275634766,2.6944217681884766,4.804834365844727,20.362085342407227,613,2.0096502288519655,1.5606327056884766
73,Woodland / shrubland / grassland / wetland,7253,2,1.3781321838643983,0.9550418853759766,1.051304441051379,-1.3976192474365234,0.19719886779785156,0.6520328521728516,2.2410526275634766,3.328033447265625,5.857873916625977,150,1.5283211008707682,1.068643569946289
