grid_id,pair_id,visible_image_name,thermal_image_name,visible_image_path,thermal_image_path,grid_row,grid_col,cell_min_x_2326,cell_max_x_2326,cell_min_y_2326,cell_max_y_2326,cell_center_x_2326,cell_center_y_2326,cell_center_lat,cell_center_lon,cell_width_m,cell_height_m,cell_area_m2,is_partial_edge_cell,dominant_luhk_code,dominant_luhk_name,dominant_ratio,second_luhk_code,second_luhk_name,second_ratio,landuse_quality_flag,notes,luhk_overlap_area_m2,luhk_raw_code_area_json
DJI_20260107143259_0005_T__r006_c009,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,9,845028.4492506629,845038.4492506629,822452.5233755695,822462.5233755695,845033.4492506629,822457.5233755695,22.341173252719837,114.26196472966002,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c010,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,10,845038.4492506629,845048.4492506629,822452.5233755695,822462.5233755695,845043.4492506629,822457.5233755695,22.341173201682995,114.26206180431,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c011,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,11,845048.4492506629,845058.4492506629,822452.5233755695,822462.5233755695,845053.4492506629,822457.5233755695,22.34117315058798,114.26215887895974,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c012,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,12,845058.4492506629,845068.4492506629,822452.5233755695,822462.5233755695,845063.4492506629,822457.5233755695,22.341173099434823,114.26225595360916,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c013,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,13,845068.4492506629,845078.4492506629,822452.5233755695,822462.5233755695,845073.4492506629,822457.5233755695,22.34117304822349,114.26235302825832,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c014,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,14,845078.4492506629,845088.4492506629,822452.5233755695,822462.5233755695,845083.4492506629,822457.5233755695,22.341172996954008,114.2624501029072,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c015,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,15,845088.4492506629,845098.4492506629,822452.5233755695,822462.5233755695,845093.4492506629,822457.5233755695,22.341172945626344,114.26254717755585,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c016,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,16,845098.4492506629,845108.4492506629,822452.5233755695,822462.5233755695,845103.4492506629,822457.5233755695,22.341172894240533,114.26264425220414,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c017,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,17,845108.4492506629,845118.4492506629,822452.5233755695,822462.5233755695,845113.4492506629,822457.5233755695,22.341172842796546,114.26274132685218,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c018,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,18,845118.4492506629,845128.4492506629,822452.5233755695,822462.5233755695,845123.4492506629,822457.5233755695,22.34117279129441,114.26283840149998,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c019,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,19,845128.4492506629,845138.4492506629,822452.5233755695,822462.5233755695,845133.4492506629,822457.5233755695,22.341172739734112,114.26293547614746,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c020,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,20,845138.4492506629,845148.4492506629,822452.5233755695,822462.5233755695,845143.4492506629,822457.5233755695,22.34117268811564,114.26303255079466,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c021,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,21,845148.4492506629,845158.4492506629,822452.5233755695,822462.5233755695,845153.4492506629,822457.5233755695,22.341172636439016,114.2631296254416,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c022,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,22,845158.4492506629,845168.4492506629,822452.5233755695,822462.5233755695,845163.4492506629,822457.5233755695,22.34117258470422,114.26322670008824,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c023,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,23,845168.4492506629,845178.4492506629,822452.5233755695,822462.5233755695,845173.4492506629,822457.5233755695,22.341172532911276,114.26332377473464,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c024,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,24,845178.4492506629,845188.4492506629,822452.5233755695,822462.5233755695,845183.4492506629,822457.5233755695,22.341172481060145,114.26342084938072,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 78.67936729663012, ""72"": 21.320632703369885}"
DJI_20260107143259_0005_T__r006_c025,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,25,845188.4492506629,845198.4492506629,822452.5233755695,822462.5233755695,845193.4492506629,822457.5233755695,22.341172429150877,114.2635179240265,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 74.7662443050649, ""72"": 25.2337556949351}"
DJI_20260107143259_0005_T__r006_c026,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,26,845198.4492506629,845208.4492506629,822452.5233755695,822462.5233755695,845203.4492506629,822457.5233755695,22.341172377183437,114.26361499867204,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 96.08687700843478, ""72"": 3.913122991565212}"
DJI_20260107143259_0005_T__r006_c027,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,27,845208.4492506629,845218.4492506629,822452.5233755695,822462.5233755695,845213.4492506629,822457.5233755695,22.34117232515783,114.26371207331728,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c028,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,28,845218.4492506629,845228.4492506629,822452.5233755695,822462.5233755695,845223.4492506629,822457.5233755695,22.341172273074065,114.26380914796223,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 100.0}"
DJI_20260107143259_0005_T__r006_c029,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,29,845228.4492506629,845238.4492506629,822452.5233755695,822462.5233755695,845233.4492506629,822457.5233755695,22.341172220932144,114.2639062226069,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 15.507493370678276, ""72"": 84.49250662932172}"
DJI_20260107143259_0005_T__r006_c030,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,30,845238.4492506629,845248.4492506629,822452.5233755695,822462.5233755695,845243.4492506629,822457.5233755695,22.341172168732047,114.2640032972513,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""72"": 100.0}"
DJI_20260107143259_0005_T__r006_c031,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,31,845248.4492506629,845258.4492506629,822452.5233755695,822462.5233755695,845253.4492506629,822457.5233755695,22.34117211647379,114.2641003718954,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""72"": 100.0}"
DJI_20260107143259_0005_T__r006_c032,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,32,845258.4492506629,845268.4492506629,822452.5233755695,822462.5233755695,845263.4492506629,822457.5233755695,22.341172064157373,114.26419744653924,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 21.320632703369885, ""72"": 78.67936729663012}"
DJI_20260107143259_0005_T__r006_c033,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,33,845268.4492506629,845278.4492506629,822452.5233755695,822462.5233755695,845273.4492506629,822457.5233755695,22.341172011782803,114.2642945211828,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,1.0,,,0.0,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""71"": 88.40562962088694, ""72"": 11.594370379113064}"
DJI_20260107143259_0005_T__r006_c034,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,34,845278.4492506629,845288.4492506629,822452.5233755695,822462.5233755695,845283.4492506629,822457.5233755695,22.341171959350056,114.26439159582604,10.0,10.0,100.0,False,7,Woodland / shrubland / grassland / wetland,0.7867936729663012,6.0,Agriculture,0.21320632703369885,medium_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""61"": 21.320632703369885, ""71"": 78.67936729663012}"
DJI_20260107143259_0005_T__r006_c035,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,35,845288.4492506629,845298.4492506629,822452.5233755695,822462.5233755695,845293.4492506629,822457.5233755695,22.34117190685916,114.26448867046902,10.0,10.0,100.0,False,6,Agriculture,0.8840562962088694,7.0,Woodland / shrubland / grassland / wetland,0.11594370379113064,high_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""61"": 88.40562962088694, ""71"": 11.594370379113064}"
DJI_20260107143259_0005_T__r006_c036,20260107_Thermal_HKUST/DCIM/DJI_202601071424_001::DJI_20260107143259_0005,DJI_20260107143259_0005_V.JPG,DJI_20260107143259_0005_T.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_V.JPG,data/raw/hkust/20260107_Thermal_HKUST/DCIM/DJI_202601071424_001/DJI_20260107143259_0005_T.JPG,6,36,845298.4492506629,845308.4492506629,822452.5233755695,822462.5233755695,845303.4492506629,822457.5233755695,22.34117185431009,114.2645857451117,10.0,10.0,100.0,False,6,Agriculture,0.7867936729663012,7.0,Woodland / shrubland / grassland / wetland,0.21320632703369885,medium_confidence,"Dominant LUHK land-use assigned by majority overlap between the pilot 10m grid cell and the LUHK 2024 10m raster. This step does not extract thermal temperatures, calculate delta-T, or run prediction. Overlay on the visible image is an approximate first-pass visualization using the north-up rectangular footprint assumption.",100.0,"{""61"": 78.67936729663012, ""71"": 21.320632703369885}"
